,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread
2023-12-07,0.021098765705426785,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.14,308.735,1.63
2023-12-08,0.020912151784581737,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.23,308.735,1.61
2023-12-09,0.020912151784581737,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.23,308.735,1.61
2023-12-10,0.020912151784581737,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.23,308.735,1.61
2023-12-11,0.02061708737430648,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.23,308.735,1.61
2023-12-12,0.02064259699259285,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.2,308.735,1.6
2023-12-13,0.020781516715341803,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.04,308.735,1.61
2023-12-14,0.021347312104655153,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.92,308.735,1.57
2023-12-15,0.02107616433873904,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.91,308.735,1.57
2023-12-16,0.02107616433873904,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.91,308.735,1.57
2023-12-17,0.02107616433873904,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.91,308.735,1.57
2023-12-18,0.020404437117295428,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,308.735,1.58
2023-12-19,0.01910433321670958,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.93,308.735,1.57
2023-12-20,0.019335474434395816,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.86,308.735,1.63
2023-12-21,0.01939413616301707,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.89,308.735,1.64
2023-12-22,0.019348296014039194,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.9,308.735,1.65
2023-12-23,0.019348296014039194,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.9,308.735,1.65
2023-12-24,0.019348296014039194,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.9,308.735,1.65
2023-12-25,0.019348296014039194,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.9,308.735,1.65
2023-12-26,0.01927371748464123,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.89,308.735,1.64
2023-12-27,0.01929213852418087,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.79,308.735,1.64
2023-12-28,0.018315485701336665,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.84,308.735,1.62
2023-12-29,0.018455602174415,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,308.735,1.61
2023-12-30,0.018455602174415,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,308.735,1.61
2023-12-31,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,308.735,1.61
2024-01-01,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-02,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-03,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-04,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-05,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-06,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-07,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-08,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-09,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-10,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-11,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-12,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-13,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-14,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-15,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-16,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-17,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-18,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-19,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-20,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-21,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-22,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-23,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-24,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-25,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-26,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-27,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-28,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-29,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-30,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-01-31,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-01,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-02,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-03,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-04,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-05,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-06,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-07,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-08,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-09,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-10,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-11,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-12,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-13,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-14,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-15,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-16,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-17,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-18,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-19,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-20,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-21,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-22,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-23,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-24,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-25,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-26,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-27,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-28,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-02-29,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-01,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-02,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-03,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-04,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-05,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-06,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-07,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-08,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-09,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-10,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-11,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-12,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-13,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-14,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-15,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-16,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-17,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-18,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-19,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-20,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-21,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-22,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-23,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-24,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-25,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-26,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-27,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-28,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-29,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-30,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-03-31,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-01,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-02,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-03,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-04,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-05,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-06,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-07,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-08,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-09,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-10,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-11,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
2024-04-12,0.018455602174415,20348567000.0,28484594000.0,317294194000.0,258915282000.0,-1493812000.0,-3882936000.0,12774088000.0,-1602205000.0,-108393000.0,-29488315000.0,25654308000.0,3.88,309.794,1.61
